id_carrera,area_conocimiento,subarea,nombre_carrera
11084,Educación,Puente Alto,Educación Parvularia
11085,Educación,San Bernardo,Educación Parvularia
11086,Educación,Maipú,Pedagogía en Historia y Geografía
11087,Educación,Puente Alto,Pedagogía en Historia y Geografía
11088,Educación,Rancagua,Pedagogía en Historia y Geografía
11089,Educación,San Bernardo,Pedagogía en Historia y Geografía
11090,Educación,Temuco,Pedagogía en Historia y Geografía
11091,Humanidades,Calama,TNS en Traducción Inglés Español
11092,Salud,Osorno,TNS en Enfermería (P.E.)
11093,Salud,Rancagua,TNS en Enfermería (P.E.)
11094,Tecnología,Santiago,Ing. Ejec. en Industrias (P.E.)
11095,Tecnología,Victoria,Ingeniería en Informática
11096,Tecnología,Iquique,TNS en Redes y Comunicaciones
11097,Tecnología,Iquique,TNS Asistente en Logística y Operaciones Portuarias
11098,Tecnología,Iquique,TNS en Programación de Aplicaciones Computacionales
11099,Administración y Comercio,Linares,Administración Pública (P.E.)
11100,Administración y Comercio,Parral,Administración Pública (P.E.)
11101,Educación,Santiago,Pedagogía Básica
11102,Educación,Parral,Pedagogía en Educación Básica Inicial
11103,Tecnología,La Serena,Ing. Ejec. en Computación e Informática
11104,"Agricultura, Silvicultura, Pesca y Veterinaria",Maipú,Agronomía
11105,Arte y Arquitectura,Providencia,Ingeniería del Paisaje
11106,Ciencias Sociales,Santiago,Licenciatura en Ciencias Políticas y Administrativas
11107,Tecnología,La Florida,Construcción Civil
11108,Tecnología,Providencia,Ingeniería Civil en Telemática
11109,Tecnología,Providencia,Ingeniería Civil Industrial en Logística y Transporte
11110,Tecnología,Providencia,Ingeniería en Telemática
11111,Tecnología,Viña del Mar,TNS en Soporte Computacional
11112,Tecnología,Maipú,TNS en Análisis de Sistemas
11113,Educación,Viña del Mar,Pedagogía en Historia y Geografía (P.E.)
11114,Tecnología,Recoleta,Ingeniería en Informática
11115,Tecnología,Recoleta,Ingeniería en Conectividad y Redes
11116,Tecnología,Recoleta,Ingeniería en Telecomunicaciones
11117,Humanidades,La Serena,Traducción Intérprete Inglés Español Inglés
11118,Tecnología,Los Andes,Ing. Ejec. en Electricidad (P.E.)
11119,Tecnología,Rancagua,Ingeniería en Computación
11120,Tecnología,Santiago,Ing. Ejec. en Cartografía y Geomensura
11121,Tecnología,Viña del Mar,Plan Común Ingeniería
11122,Tecnología,San Felipe,TNS en Administración Industrial
11123,Tecnología,Las Condes,Ingeniería en Construcción
11124,Arte y Arquitectura,Providencia,Diseño de Imagen y Estilo
11125,Ciencias Sociales,Providencia,Bachillerato de Formación General (P.E.)
11126,Tecnología,Talcahuano,Ingeniería Civil Industrial (P.E.)
11127,Tecnología,Cañete,Ing. Ejec. en Informática
11128,Tecnología,Cañete,TNS en Mecatrónica
11129,Arte y Arquitectura,Vitacura,Diseño de Vestuario
11130,Arte y Arquitectura,Vitacura,Diseño Teatral
11131,Arte y Arquitectura,Vitacura,Fotografía
11132,Educación,Vitacura,Licenciatura en Educación (P.E.)
11133,Humanidades,Vitacura,Traducción Inglés Español
11134,Tecnología,Vitacura,Ingeniería de Ejecución en Sonido
11135,Arte y Arquitectura,Temuco,Licenciatura en Artes
11136,Educación,Temuco,Pedagogía en Educación Básica Intercultural
11137,Administración y Comercio,Viña del Mar,Ing. Ejec. en Turismo y Hotelería
11138,Administración y Comercio,La Serena,Ingeniería en Gestión de Turismo
11139,Arte y Arquitectura,Maipú,TNS en Diseño y Creación de Sitios Web
11140,Derecho,Arica,Licenciatura en Ciencias Criminalísticas
11141,Derecho,Copiapó,TNS Perito Forense
11142,Educación,Copiapó,Pedagogía en Lengua Castellana y Comunicación
11143,Educación,Curicó,Pedagogía en Lengua Castellana y Comunicación
11144,Humanidades,Copiapó,TNS en Traducción Inglés Español
11145,Tecnología,Temuco,Ingeniería Civil en Construcción
11146,Tecnología,Antofagasta,Ing. Ejec. en Computación y Tecnología de la Información
11147,Tecnología,Arica,Ing. Ejec. en Computación y Tecnología de la Información
11148,Tecnología,Copiapó,Ing. Ejec. en Computación y Tecnología de la Información
11149,Tecnología,Talca,Ingeniería en Telemática
11150,Tecnología,Maipú,TNS en Computación y Tecnologías de la Información
11151,Tecnología,Punta Arenas,TNS en Calidad y Medio Ambiente
11152,Tecnología,Punta Arenas,TNS en Transporte Marítimo
11153,Educación,Santiago,Pedagogía en Educación Tecnológica (P.E.)
11154,Tecnología,Santiago,Geomática (P.E.)
11155,Tecnología,Ñuñoa,Ing. Ejec. en Transporte y Tránsito (P.E.)
11156,Educación,Santiago,Pedagogía en Educación Especial
11157,"Agricultura, Silvicultura, Pesca y Veterinaria",Copiapó,Ingeniería Agrícola
11158,Educación,Chillán,Pedagogía Técnico Profesional
11159,Educación,La Serena,Pedagogía Técnico Profesional
11160,Educación,Los Ángeles,Pedagogía Técnico Profesional
11161,Educación,Puerto Montt,Pedagogía Técnico Profesional
11162,Humanidades,Osorno,Traducción e Intérprete Inglés-Español
11163,Tecnología,Macul,Ingeniería en Manufactura Industrial
11164,Tecnología,Renca,Ingeniería en Electrónica
11165,Tecnología,Rancagua,Ingeniería en Administración de Operaciones
11166,Tecnología,Santiago,Ingeniería en Administración Industrial
11167,Tecnología,Calama,Ingeniería en Gestión de Calidad y Ambiente
11168,Tecnología,Talca,Ingeniería en Maquinaria y Vehículos Automotrices
11169,Administración y Comercio,Viña del Mar,Turismo y Hotelería
11170,Administración y Comercio,Arauco,Ingeniería en Administración de Empresas  (P.E.)
11171,Tecnología,Santiago,Ingeniería en Electrónica (P.E.)
11172,Tecnología,Arauco,Ingeniería en Prevención de Riesgos y Medio Ambiente (P.E.)
11173,Tecnología,Rancagua,Ingeniería en Prevención de Riesgos y Medio Ambiente (P.E.)
11174,Derecho,Antofagasta,Investigación Criminalística
11175,Derecho,Concepción,Investigación Criminalística
11176,Derecho,Curicó,Investigación Criminalística
11177,Derecho,Puerto Montt,Investigación Criminalística
11178,Derecho,Rancagua,Investigación Criminalística
11179,Derecho,Santiago,Investigación Criminalística
11180,Derecho,Viña del Mar,Investigación Criminalística
11181,Derecho,Chillán,TNS en Investigación Criminalística
11182,Tecnología,Concepción,TNS en Sistemas Informáticos
11183,Tecnología,Talca,TNS en Sistemas Informáticos
11184,Tecnología,Viña del Mar,TNS en Sistemas Informáticos
11185,Tecnología,Concepción,TNS en Programación de Aplicaciones Computacionales
11186,Administración y Comercio,Buin,TNS en Contabilidad General
11187,Arte y Arquitectura,Puerto Montt,TNS en Fotografía Artística y Comercial
11188,Educación,Los Ángeles,Pedagogía en Historia y Geografía
11189,Educación,Antofagasta,TNS en Educación Diferencial
11190,Humanidades,Concepción,TNS en Traducción e Intérprete Inglés Español
11191,Humanidades,Buin,TNS en Traducción Inglés Español
11192,Tecnología,Antofagasta,TNS en Geología
11193,Tecnología,Los Ángeles,TNS en Oleohidráulica y Neumática
11194,Derecho,Santiago,Ing. Ejec. en Criminalística
11195,Derecho,Curicó,TNS en Administración Jurídica y Gestión Legal
11196,Arte y Arquitectura,Viña del Mar,Diseño Gráfico Publicitario
11197,Arte y Arquitectura,Viña del Mar,TNS en Técnicas del Diseño Gráfico
11198,Arte y Arquitectura,Viña del Mar,TNS en Construcción y Mantención de Áreas Verdes
11199,Ciencias Sociales,Santiago,Orientación Familiar
11200,Administración y Comercio,Santiago,Ingeniería en Administración Turística
11201,Administración y Comercio,Valdivia,Ing. en Ejec. en Administración Pública (P.E.)
11202,Administración y Comercio,Valdivia,Ing. Ejec. en Administración de Empresas (P.E.)
11203,Derecho,Calama,Ing. Ejec. en Administración Jurídica
11204,Derecho,Temuco,Ing. Ejec. en Administración Jurídica
11205,Tecnología,Calama,Ing. Ejec. en Prevención de Riesgos
11206,Administración y Comercio,Puerto Montt,TNS en Administración y Gestión de Empresas
11207,"Agricultura, Silvicultura, Pesca y Veterinaria",Rancagua,TNS en Agroindustria
11208,"Agricultura, Silvicultura, Pesca y Veterinaria",San Fernando,TNS en Agroindustria
11209,Ciencias Sociales,Calama,TNS en Comunicación y Relaciones Públicas
11210,Derecho,San Fernando,TNS Perito Criminalístico
11211,Salud,Puerto Montt,TNS Dental
11212,Salud,Rancagua,TNS Dental
11213,Tecnología,Providencia,TNS en Redes y Conectividad Digital
11214,Tecnología,Providencia,TNS en Programación en Computación
11215,Tecnología,Puerto Montt,TNS en Programación en Computación
11216,Educación,Peñalolén,Entrenador Profesional de Fútbol (P.E.)
11217,Educación,Santiago,TNS Educador Asistente en Educación de Párvulos
11218,Ciencias Sociales,Santiago,TNS Asistente Social
11219,"Agricultura, Silvicultura, Pesca y Veterinaria",Viña del Mar,TNS Pecuario
11220,Salud,Viña del Mar,TNS en Ginecología y Obstetricia
11221,Administración y Comercio,Osorno,TNS en Comercio Exterior
11222,Administración y Comercio,Calama,TNS en Asistente Ejecutivo
11223,Administración y Comercio,La Serena,TNS en Hotelería Internacional
11224,Administración y Comercio,Las Condes,TNS en Hotelería Internacional
11225,Administración y Comercio,Valparaíso,TNS en Hotelería Internacional
11226,Administración y Comercio,Chillán,TNS en Servicios Turísticos
11227,Administración y Comercio,Coyhaique,TNS en Servicios Turísticos
11228,Administración y Comercio,La Serena,TNS en Servicios Turísticos
11229,"Agricultura, Silvicultura, Pesca y Veterinaria",Temuco,TNS en Tecnología en Producción Pecuaria
11230,Arte y Arquitectura,Iquique,TNS en Diseño y Programación Multimedia
11231,Arte y Arquitectura,Temuco,TNS en Paisajismo
11232,Derecho,Antofagasta,TNS en Asistente Jurídico
11233,Derecho,Rancagua,TNS en Asistente Jurídico
11234,Salud,Rancagua,"TNS en Laboratorista Clínico, Banco de Sangre e Imagenología"
11235,Tecnología,Macul,TNS en Conectividad y Redes
11236,Tecnología,Maipú,TNS en Minero Metalúrgico
11237,Tecnología,Talcahuano,TNS en Refrigeración
11238,Tecnología,Macul,TNS en Telecomunicaciones
11239,Administración y Comercio,Vilcún,TNS en Administración
11240,"Agricultura, Silvicultura, Pesca y Veterinaria",Linares,TNS en Gestión Agropecuaria
11241,Tecnología,Concepción,TNS en Electricidad Industrial
11242,Tecnología,Concepción,TNS en Electrónica Industrial
11243,Tecnología,La Serena,TNS en Electrónica Industrial
11244,Tecnología,Puerto Montt,TNS en Electrónica Industrial
11245,Tecnología,Concepción,TNS en Mecánica Automotriz
11246,Tecnología,La Serena,TNS en Mecánica Automotriz
11247,Tecnología,Talca,TNS en Mecánica Automotriz
11248,Tecnología,La Serena,TNS en Mecánica Industrial
11249,Tecnología,Puerto Montt,TNS en Mecánica Industrial
11250,Tecnología,Talca,TNS en Mecánica Industrial
11251,Tecnología,Valparaíso,TNS en Mecánica Industrial
11252,Tecnología,La Serena,TNS en Mecánica
11253,Ciencias Sociales,Las Condes,TNS en Relaciones Públicas Bilingüe
11254,Administración y Comercio,Quilicura,TNS Secretariado Gerencial
11255,Salud,Valparaíso,TNS Laboratorista Dental
11256,Administración y Comercio,Santiago,TNS Asistente Ejecutiva
11257,Tecnología,Santiago,TNS en Programación en Computación
11258,Administración y Comercio,Osorno,TNS en Turismo y Hotelería
11259,Administración y Comercio,Talca,TNS en Contabilidad Computacional
11260,"Agricultura, Silvicultura, Pesca y Veterinaria",Talca,TNS en Agronegocios
11261,Derecho,Quillota,TNS Asistente Jurídico
11262,Arte y Arquitectura,Antofagasta,TNS en Diseño Gráfico Publicitario
11263,Administración y Comercio,San Antonio,TNS Secretariado Ejecutivo Bilingüe
11264,Arte y Arquitectura,Providencia,TNS en Fotografía
11265,Humanidades,Osorno,TNS en Traducción e Intérprete de Contacto
11266,Administración y Comercio,Coyhaique,TNS Secretariado Ejecutivo Bilingüe
11267,Tecnología,Coyhaique,TNS en Mantención Industrial
11268,Tecnología,Coyhaique,TNS en Obras Civiles
11269,Tecnología,Valdivia,TNS en Telecomunicaciones Digitales
11270,Administración y Comercio,La Serena,TNS Secretariado Ejecutivo Bilingüe
11271,Administración y Comercio,La Serena,TNS Secretariado Ejecutivo Computacional
11272,Arte y Arquitectura,La Serena,TNS en Diseño Gráfico Publicitario
11273,Tecnología,Concepción,TNS en Gestión Integrada de Calidad y Normas
11274,"FFAA, Orden y Seguridad",Santiago,Ingeniero Politécnico Militar
11275,"FFAA, Orden y Seguridad",Estación Central,TNS Seguridad de Aviación
11276,Arte y Arquitectura,Santiago,Interpretación
11277,Tecnología,Santiago,TNS en Mineralurgia del Cobre (P.E.)
11278,Tecnología,La Serena,Ingeniería Civil Plan Común
11279,Administración y Comercio,Copiapó,TNS Tecnología en Administración de Empresas
11280,Derecho,Santiago,TNS en Asistencia Judicial
11281,Salud,Vallenar,TNS en Gerontología Social (P.E.)
11282,Tecnología,Copiapó,Ingeniería Civil Metalurgia (P.E.)
11283,Tecnología,Copiapó,Ing. Ejec. en Metalurgia
11284,Tecnología,Copiapó,TNS en Informática
11285,Tecnología,Copiapó,TNS en Construcción Civil
11286,Tecnología,Santiago,TNS en Mantención de Equipos Industriales (P.E.)
11287,Tecnología,Copiapó,TNS en Mantenimiento Mecánico
11288,Tecnología,Santiago,TNS en Plantas Metalúrgicas (P.E.)
11289,Tecnología,Santiago,TNS en Minas (P.E.)
11290,Tecnología,Santiago,TNS en Obras Civiles (P.E.)
11291,Educación,Antofagasta,Pedagogía en Informática Educativa
11292,Educación,Antofagasta,Ciclo Básico en Física
11293,Salud,Antofagasta,TNS Asistente Dental
11294,Tecnología,Temuco,Ing. Ejec. Mecánica
11295,Tecnología,Porvenir,TNS en Electrónica Industrial
11296,Tecnología,Iquique,Ingeniería Civil en Informática (P.E.)
11297,Administración y Comercio,Victoria,Contador Auditor
11298,Administración y Comercio,Calama,Contador Público Auditor
11299,Administración y Comercio,Antofagasta,Contador Público y Auditor (P.E.)
11300,Administración y Comercio,Santiago,Contador Público y Contador Auditor (P.E.)
11301,Administración y Comercio,Ancud,Ing. Ejec. en Administración
11302,"Agricultura, Silvicultura, Pesca y Veterinaria",Iquique,Biología Pesquera
11303,Arte y Arquitectura,Iquique,TNS Asistente de Proyectos de Arquitectura
11304,Ciencias Sociales,Victoria,Trabajo Social
11305,Derecho,Calama,TNS Asistente Jurídico
11306,Educación,Chillán,Pedagogía en Educación Básica (P.E.)
11307,Educación,Arica,Pedagogía en Educación Básica Intercultural Bilingüe (P.E.)
11308,Educación,Arica,TNS Asistente en Educación de Párvulos
11309,Humanidades,Iquique,TNS Traductor Inglés Español
11310,Humanidades,Antofagasta,TNS Traductor Inglés Español (P.E.)
11311,Humanidades,Victoria,TNS Traductor Inglés Español (P.E.)
11312,Humanidades,Santiago,Traductor Inglés Español (P.E.)
11313,Tecnología,Victoria,TNS en Computación
11314,Administración y Comercio,Antofagasta,Contador Público Auditor
11315,Ciencias Sociales,Antofagasta,Psicología (P.E.)
11316,Ciencias Sociales,Vallenar,Trabajo Social
11317,Educación,Illapel,Pedagogía en Educación General Básica
11318,Educación,Los Ángeles,Pedagogía en Educación Física
11319,Educación,Antofagasta,Pedagogía en Educación Física Básica y Media
11320,Educación,Antofagasta,Psicopedagogía (P.E.)
11321,Educación,Santiago,"Pedagogía en Educ. Física, Deportes y Recreación para Educ. Básica y Media"
11322,"Agricultura, Silvicultura, Pesca y Veterinaria",Linares,Agronomía y Desarrollo Rural Sustentable
11323,Ciencias Sociales,Iquique,TNS en Prevención y Rehabilitación del Consumo de Drogas
11324,Ciencias Sociales,La Calera,Trabajo Social
11325,Educación,Talca,Educación Parvularia (P.E.)
11326,Educación,Talca,Pedagogía Básica
11327,Educación,Parral,Pedagogía en Lengua Castellana y Comunicación
11328,Educación,Parral,TNS en Educación Especial
11329,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Ingeniería Civil en Industrias Forestales
11330,Administración y Comercio,La Florida,Ing. Ejec. en Comercio Internacional
11331,Administración y Comercio,La Florida,TNS en Comercio Internacional
11332,Tecnología,Maipú,Ing. Ejec. Industrial
11333,Tecnología,Providencia,Ingeniería Industrial en Automatización y Robótica
11334,Humanidades,Peñalolén,Licenciatura en Humanidades Plan Común
11335,Humanidades,Viña del Mar,Licenciatura en Humanidades Plan Común
11336,"Agricultura, Silvicultura, Pesca y Veterinaria",Castro,Agronomía y Desarrollo Rural Sustentable
11337,Arte y Arquitectura,Castro,Arquitectura
11338,Arte y Arquitectura,Valparaíso,Licenciatura en Bellas Artes
11339,Ciencias Sociales,Valparaíso,Antropología
11340,Ciencias Sociales,Valparaíso,Ciencia Política
11341,Educación,Valparaíso,Pedagogía en Danza
11342,Educación,Valparaíso,Programa de Formación Pedagógica (P.E.)
11343,Administración y Comercio,Puerto Montt,Ingeniería en Gestión de Turismo
11344,Educación,Talcahuano,Educación Parvularia
11345,Educación,Talcahuano,Educación Básica
11346,Educación,Talcahuano,Pedagogía en Historia y Ciencias Sociales
11347,Administración y Comercio,Melipilla,TNS Asistente Ejecutivo Bilingüe
11348,Derecho,Melipilla,TNS Asistente Judicial
11349,Derecho,Santiago,TNS Asistente Judicial
11350,Educación,Melipilla,Pedagogía en Educación Básica
11351,Educación,Melipilla,TNS Preparador Físico
11352,Salud,Melipilla,TNS en Podología
11353,Administración y Comercio,San Miguel,Contador Auditor (P.E.)
11354,Administración y Comercio,San Miguel,Publicidad y Comunicaciones
11355,Administración y Comercio,San Miguel,TNS en Administración de Personal
11356,Administración y Comercio,La Ligua,TNS en Contabilidad y Auditoría
11357,Administración y Comercio,San Felipe,TNS en Contabilidad y Auditoría
11358,"Agricultura, Silvicultura, Pesca y Veterinaria",Quilpué,Agronomía (P.E.)
11359,"Agricultura, Silvicultura, Pesca y Veterinaria",Quilpué,TNS Agrónomo
11360,Tecnología,Calama,Ing. Ejec. en Prevención de Riesgos y Medio Ambiente (P.E.)
11361,Administración y Comercio,Viña del Mar,TNS Tecnología en Administración de Empresas
11362,Tecnología,Viña del Mar,Ingeniería en Sistemas Ambientales
11363,Tecnología,Viña del Mar,Ingeniería Civil Industrial en Producción
11364,Tecnología,San Felipe,Ing. Ejec. Industrial (P.E.)
11365,Tecnología,Viña del Mar,Ingeniería en Construcción - EFCI
11366,Tecnología,San Felipe,TNS Tecnología en Informática
11367,Administración y Comercio,Las Condes,Ing. Ejec. en Administración de Empresas
11368,Administración y Comercio,La Serena,Ingeniería en Hotelería y Turismo
11369,Ciencias Sociales,Las Condes,TNS en Relaciones Públicas
11370,Derecho,Linares,Derecho
11371,Salud,Ovalle,Enfermería
11372,Salud,Ovalle,Fonoaudiología
11373,Salud,Ovalle,Kinesiología
11374,Arte y Arquitectura,Peñalolén,Artes Visuales
11375,Salud,Providencia,Fonoaudiología Educacional (P.E.)
11376,Educación,Talca,Pedagogía en Educación Especial y Diferenciada
11377,Ciencias Sociales,Cañete,TNS Administrador de Programas Sociales
11378,Derecho,Talcahuano,TNS Jurídico
11379,Educación,Concepción,Pedagogía en Educación Básica (P.E.)
11380,Educación,Vitacura,Pedagogía en Español (Bilingüe)
11381,Educación,Vitacura,Pedagogía en Física y Química
11382,Educación,Vitacura,Pedagogía en Matemática y Tecnología de la Información
11383,Administración y Comercio,Calama,Ing. Ejec. en Recursos Humanos
11384,Administración y Comercio,Maipú,Ingeniería en Turismo y Hotelería
11385,Administración y Comercio,Arica,Publicidad
11386,Administración y Comercio,Quillota,TNS en Comercio Exterior
11387,"Agricultura, Silvicultura, Pesca y Veterinaria",Viña del Mar,Ingeniería en Pesca y Acuicultura
11388,"Agricultura, Silvicultura, Pesca y Veterinaria",Copiapó,TNS en Acuicultura
11389,Derecho,Punta Arenas,Licenciatura en Ciencias Criminalísticas
11390,Derecho,Arica,TNS Perito Forense
11391,Educación,Maipú,Pedagogía en Educación Diferencial
11392,Educación,Temuco,Pedagogía en Ciencias Naturales
11393,Educación,Antofagasta,Pedagogía en Lengua Castellana y Comunicación
11394,Educación,Calama,Pedagogía en Lengua Castellana y Comunicación
11395,Educación,Calama,Pedagogía en Historia y Ciencias Sociales
11396,Educación,Curicó,Pedagogía en Historia y Ciencias Sociales
11397,Educación,Maipú,Pedagogía en Educación Media
11398,Humanidades,Maipú,TNS Intérprete en Negocios Inglés Español
11399,Tecnología,Talca,Ingeniería Civil en Construcción
11400,Administración y Comercio,Puerto Montt,Ing. Ejec. en Comercio Internacional (P.E.)
11401,"Agricultura, Silvicultura, Pesca y Veterinaria",Osorno,TNS en Recursos Forestales
11402,Tecnología,Osorno,TNS en Conservación de Alimentos por Frío
11403,Arte y Arquitectura,Santiago,Bachillerato en Música
11404,Educación,Concepción,Educación Física y Deportes
11405,Administración y Comercio,Calama,Administración de Empresas Turísticas
11406,Administración y Comercio,Iquique,Ingeniería en Negocios Internacionales
11407,Ciencias Sociales,Chillán,Comunicación Empresarial
11408,Educación,Osorno,Pedagogía en Educación Técnico Profesional
11409,Educación,Copiapó,Pedagogía Técnico Profesional
11410,Educación,Punta Arenas,Pedagogía Técnico Profesional
11411,Tecnología,Copiapó,Ingeniería en Manufactura Industrial
11412,Tecnología,Talcahuano,Ingeniería en Manufactura Industrial
11413,Tecnología,La Serena,Ingeniería en Gestión de Calidad y Ambiente
11414,Tecnología,Macul,Ingeniería en Gestión de Calidad y Ambiente
11415,Tecnología,Maipú,Ingeniería en Gestión de Calidad y Ambiente
11416,Tecnología,Puerto Montt,Ingeniería en Gestión de Calidad y Ambiente
11417,Tecnología,Rancagua,Ingeniería en Gestión de Calidad y Ambiente
11418,Tecnología,La Serena,Ingeniería en Maquinaria y Vehículos Automotrices
11419,Administración y Comercio,Las Condes,Turismo y Hotelería
11420,Administración y Comercio,Providencia,Ing. Ejec. en Administración de Recursos Humanos
11421,Administración y Comercio,Cerrillos,Ing. Ejec. en Administración
11422,Administración y Comercio,La Florida,Ing. Ejec. en Administración
11423,Administración y Comercio,Providencia,Ing. Ejec. en Administración
11424,Administración y Comercio,La Florida,Ing. Ejec. en Gestión de Ventas
11425,Administración y Comercio,Concepción,Ing. Ejec. en Negocios Internacionales
11426,Administración y Comercio,Providencia,Ing. Ejec. en Negocios Internacionales
11427,Administración y Comercio,Viña del Mar,Ing. Ejec. en Negocios Internacionales
11428,Administración y Comercio,La Florida,Ing. Ejec. en Marketing
11429,Administración y Comercio,Providencia,Ing. Ejec. en Marketing
11430,Administración y Comercio,Las Condes,Administración Turística
11431,Administración y Comercio,Viña del Mar,Administración Turística
11432,Administración y Comercio,Concepción,Ing. Ejec. en Administración Turística
11433,Administración y Comercio,Las Condes,Ing. Ejec. en Administración Turística
11434,Administración y Comercio,Viña del Mar,Ing. Ejec. en Administración Turística
11435,Administración y Comercio,Las Condes,TNS en Publicidad Técnica
11436,Administración y Comercio,Viña del Mar,TNS en Turismo Técnico
11437,Administración y Comercio,La Florida,TNS en Administración de Ventas
11438,"Agricultura, Silvicultura, Pesca y Veterinaria",Providencia,Ing. Ejec. en Agronomía
11439,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,Ing. Ejec. en Agronomía
11440,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,Ing. Ejec. en Acuicultura
11441,Arte y Arquitectura,Melipilla,Diseño Gráfico
11442,Tecnología,Puente Alto,Ing. Ejec. en Medio Ambiente
11443,Tecnología,Valparaíso,Ing. Ejec. en Medio Ambiente
11444,Tecnología,Providencia,Ing. Ejec. en Electricidad y Electrónica
11445,Tecnología,Valparaíso,Ing. Ejec. en Electricidad y Electrónica
11446,Tecnología,Providencia,Ing. Ejec. en Automatización de Procesos Industriales
11447,Tecnología,Cerrillos,Ing. Ejec. en Informática
11448,Tecnología,Puente Alto,Ing. Ejec. en Informática
11449,Tecnología,Providencia,Ing. Ejec. en Conectividad y Redes
11450,Tecnología,Viña del Mar,Ing. Ejec. en Conectividad y Redes
11451,Tecnología,Cerrillos,Ingeniería en Construcción
11452,Tecnología,La Florida,Ing. Ejec. en Gestión Logística
11453,Tecnología,Cerrillos,Ing. Ejec. en Mecánica Automotriz y Autotrónica
11454,Tecnología,Puente Alto,Ing. Ejec. en Mecánica Automotriz y Autotrónica
11455,Tecnología,Valparaíso,Ing. Ejec. en Mecánica Automotriz y Autotrónica
11456,Tecnología,Cerrillos,Ingeniería en Mecánica Automotriz y Autotrónica
11457,Tecnología,Cerrillos,Ing. Ejec. en Prevención de Riesgos
11458,Tecnología,Valparaíso,Ing. Ejec. en Prevención de Riesgos
11459,Tecnología,Cerrillos,Ingeniería en Prevención de Riesgos
11460,Tecnología,Las Condes,Ing. Ejec. en Sonido
11461,Tecnología,Valparaíso,TNS en Administración de Redes Computacionales
11462,Tecnología,Cerrillos,TNS en Construcción
11463,Tecnología,Cerrillos,TNS en Electricidad y Electrónica
11464,Tecnología,Cerrillos,TNS en Mecánica Automotriz y Autotrónica
11465,Ciencias Sociales,Santiago,Comunicación Social en Multimedia
11466,Arte y Arquitectura,Talca,TNS en Comunicación Audiovisual
11467,Derecho,Arica,Investigación Criminalística
11468,Derecho,Iquique,Investigación Criminalística
11469,Derecho,Talca,Investigación Criminalística
11470,Derecho,Los Ángeles,TNS en Investigación Criminalística
11471,Derecho,Chillán,TNS Perito Forense
11472,Derecho,La Serena,TNS Perito Forense
11473,Derecho,Ovalle,TNS Perito Forense
11474,Derecho,Santiago,TNS Perito Forense
11475,Derecho,Viña del Mar,TNS Perito Forense
11476,Tecnología,Copiapó,TNS en Plataformas Informáticas
11477,Tecnología,Chillán,TNS en Sistemas Informáticos
11478,Tecnología,Copiapó,TNS en Sistemas Informáticos
11479,Tecnología,Iquique,TNS en Sistemas Informáticos
11480,Tecnología,Puerto Montt,TNS en Sistemas Informáticos
11481,Tecnología,Rancagua,TNS en Sistemas Informáticos
11482,Tecnología,Ovalle,TNS Programador Analista
11483,Administración y Comercio,Chillán,Ingeniería en Adm. de Empresas Turísticas y Hoteleras
11484,Administración y Comercio,Chillán,TNS en Administración Contable
11485,Administración y Comercio,Concepción,TNS en Administración Contable
11486,Administración y Comercio,Viña del Mar,TNS en Administración Contable
11487,Administración y Comercio,Viña del Mar,TNS en Adm. de Empresas Hoteleras
11488,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Ingeniería en Acuicultura
11489,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Ingeniería en Industrias Forestales
11490,Derecho,Concepción,TNS Perito en Criminalística
11491,Educación,Ñuñoa,Educación Parvularia
11492,Tecnología,Chillán,TNS en Computación e Informática
11493,Tecnología,Concepción,TNS en Computación e Informática
11494,Administración y Comercio,Ovalle,Ing. Ejec. en Gestión Empresarial
11495,"Agricultura, Silvicultura, Pesca y Veterinaria",Santiago,TNS en Vitivinicultura
11496,Arte y Arquitectura,Talca,Diseño Gráfico Publicitario
11497,Ciencias Sociales,La Serena,Ing. Ejec. en Planificación y Desarrollo Social
11498,Derecho,Constitución,TNS Jurídico
11499,Educación,La Florida,Pedagogía en Historia y Geografía
11500,Tecnología,La Serena,Ing. Ejec. en Informática Forense
11501,Tecnología,Ovalle,TNS en Informática y Seguridad
11502,Tecnología,Ovalle,TNS en Programación Webmaster
11503,Ciencias Sociales,Los Ángeles,Relaciones Públicas
11504,Tecnología,Los Ángeles,TNS en Mecánica Industrial
11505,Tecnología,Concepción,TNS Operador de Plantas Industriales (P.E.)
11506,Administración y Comercio,Curicó,TNS en Publicidad
11507,Administración y Comercio,Curicó,TNS Secretariado Gerencial
11508,Administración y Comercio,Providencia,Artes Culinarias y Gastronomía
11509,Arte y Arquitectura,Providencia,Decoración de Interiores
11510,Arte y Arquitectura,Viña del Mar,Decoración de Interiores
11511,Arte y Arquitectura,Providencia,"TNS en Diseño, Moldaje y Confección de Vestuario"
11512,Arte y Arquitectura,Providencia,TNS en Producción Multimedial y Diseño Web
11513,Ciencias Sociales,Providencia,Producción de Eventos
11514,Ciencias Sociales,Viña del Mar,Producción de Eventos
11515,Educación,Providencia,Pedagogía en Educación Religiosa para Educ. Básica (P.E.)
