id_carrera,area_conocimiento,subarea,nombre_carrera
1,Administración y Comercio,Santiago,Administración Pública
2,Administración y Comercio,Santiago,Contador Auditor
3,Administración y Comercio,Santiago,Ingeniería Comercial
4,Administración y Comercio,Santiago,Ingeniería en Información y Control de Gestión
5,"Agricultura, Silvicultura, Pesca y Veterinaria",La Pintana,Ingeniería Agronómica
6,"Agricultura, Silvicultura, Pesca y Veterinaria",La Pintana,Ingeniería Forestal
7,"Agricultura, Silvicultura, Pesca y Veterinaria",La Pintana,Medicina Veterinaria
8,Arte y Arquitectura,Santiago,Actuación Teatral
9,Arte y Arquitectura,Santiago,Diseño Teatral
10,Arte y Arquitectura,Santiago,Arquitectura
11,Arte y Arquitectura,Ñuñoa,Licenciatura en Artes mención en Artes Visuales
12,Arte y Arquitectura,Ñuñoa,Teoría e Historia del Arte
13,Arte y Arquitectura,Ñuñoa,Cine y Televisión
14,Arte y Arquitectura,Santiago,"Composición, Licenciatura en Artes con mención (P.E.)"
15,Arte y Arquitectura,Ñuñoa,Etapa Básica de la Licenciatura en Artes (P.E.)
16,Arte y Arquitectura,Santiago,Interpretación Musical
17,Arte y Arquitectura,Santiago,Danza
18,Arte y Arquitectura,Santiago,Diseño
19,Ciencias,Ñuñoa,Programa Académico de Bachillerato
20,Ciencias,Ñuñoa,Biología con mención en Medio Ambiente
21,Ciencias,Ñuñoa,Licenciatura en Ciencias con mención en Biología
22,Ciencias,Santiago,Bioquímica
23,Ciencias,Santiago,Licenciatura en Ciencias
24,Ciencias,Ñuñoa,Licenciatura en Ciencias con mención en Física
25,Ciencias,Santiago,Geología
26,Ciencias,Ñuñoa,Licenciatura en Ciencias con mención en Matemáticas
27,Ciencias,Ñuñoa,Licenciatura en Ciencias con mención en Química
28,Ciencias,Santiago,Química
29,Ciencias,Ñuñoa,Química Ambiental
30,Ciencias Sociales,Ñuñoa,Antropología - Arqueología
31,Ciencias Sociales,Santiago,Ciencia Política
32,Ciencias Sociales,Ñuñoa,Estudios Internacionales
33,Ciencias Sociales,Ñuñoa,Periodismo
34,Ciencias Sociales,Ñuñoa,Psicología
35,Ciencias Sociales,Ñuñoa,Sociología
36,Ciencias Sociales,Ñuñoa,Trabajo Social
37,Derecho,Santiago,Derecho
38,Educación,Ñuñoa,Pedagogía en Educación Parvularia
39,Educación,Ñuñoa,Pedagogía en Educación Básica
40,Educación,Ñuñoa,Pedagogía en Educación Media en Biología y Química
41,Educación,Ñuñoa,Pedagogía en Educación Media en Matemática y Física
42,Educación,Santiago,Teoría de la Música
43,Educación,Ñuñoa,Pedagogía en Educación Media en Asignaturas Científico-Humanistas (P.E.)
44,Humanidades,Ñuñoa,Licenciatura en Filosofía
45,Humanidades,Santiago,Geografía
46,Humanidades,Ñuñoa,Licenciatura en Historia
47,Humanidades,Ñuñoa,Licenciatura en Lingüística y Literatura
48,Humanidades,Ñuñoa,Licenciatura en Lingüística y Literatura Inglesas
49,Salud,Santiago,Enfermería
50,Salud,Santiago,Fonoaudiología
51,Salud,Santiago,Kinesiología
52,Salud,Santiago,Medicina
53,Salud,Santiago,Nutrición y Dietética
54,Salud,Santiago,Obstetricia y Puericultura
55,Salud,Santiago,Odontología
56,Salud,Santiago,Química y Farmacia
57,Salud,Santiago,Tecnología Médica
58,Salud,Santiago,Terapia Ocupacional
59,Tecnología,La Pintana,Ingeniería en Recursos Hídricos
60,Tecnología,La Pintana,Ingeniería en Recursos Naturales Renovables
61,Tecnología,Santiago,Ingeniería Civil Eléctrica
62,Tecnología,Santiago,Ingeniería Civil en Biotecnología
63,Tecnología,Santiago,Ingeniería Civil en Computación
64,Tecnología,Santiago,Ingeniería Civil en Minas
65,Tecnología,Santiago,Ingeniería Civil
66,Tecnología,Santiago,Ingeniería Civil Industrial
67,Tecnología,Santiago,Ingeniería Civil Matemática
68,Tecnología,Santiago,Ingeniería Civil Mecánica
69,Tecnología,Santiago,Ingeniería y Ciencias Plan Común
70,Tecnología,Santiago,Ingeniería Civil Química
71,Tecnología,Santiago,Ingeniería en Alimentos
72,Tecnología,Ñuñoa,Ingeniería en Biotecnología Molecular
73,Tecnología,Ñuñoa,Ingeniería en Sonido
74,Administración y Comercio,Macul,Administración Pública
75,Administración y Comercio,Macul,Ingeniería Comercial
76,"Agricultura, Silvicultura, Pesca y Veterinaria",Macul,Agronomía e Ingeniería Forestal
77,"Agricultura, Silvicultura, Pesca y Veterinaria",Santiago,Biología Marina
78,"Agricultura, Silvicultura, Pesca y Veterinaria",Macul,Medicina Veterinaria
79,Arte y Arquitectura,Providencia,Actuación
80,Arte y Arquitectura,Providencia,Arquitectura
81,Arte y Arquitectura,Macul,College Artes y Humanidades (Licenciatura)
82,Arte y Arquitectura,Providencia,Licenciatura en Artes
83,Arte y Arquitectura,Providencia,Licenciatura en Interpretación Musical
84,Arte y Arquitectura,Providencia,Diseño
85,Arte y Arquitectura,Providencia,Licenciatura en Música
86,Arte y Arquitectura,Macul,Planificación Urbana (P.E.)
87,Ciencias,Macul,Bachillerato en Ciencias Naturales y Matemática
88,Ciencias,Santiago,Licenciatura en Ciencias Biológicas
89,Ciencias,Macul,Licenciatura en Astronomía
90,Ciencias,Macul,Licenciatura en Física
91,Ciencias,Macul,Estadística
92,Ciencias,Macul,Licenciatura en Ingeniería en Ciencia de Datos
93,Ciencias,Macul,College Ciencias Naturales y Matemáticas (Licenciatura)
94,Ciencias,Macul,Licenciatura en Matemáticas
95,Ciencias,Macul,Química
96,Ciencias Sociales,Macul,Antropología
97,Ciencias Sociales,Macul,Antropología - Arqueología
98,Ciencias Sociales,Macul,Bachillerato en Ciencias Sociales
99,Ciencias Sociales,Macul,College Ciencias Sociales (Licenciatura)
100,Ciencias Sociales,Macul,Licenciatura en Ciencias Políticas
101,Ciencias Sociales,Santiago,"Periodismo, Dirección Audiovisual, Publicidad"
102,Ciencias Sociales,Macul,Psicología
103,Ciencias Sociales,Macul,Sociología
104,Ciencias Sociales,Macul,Trabajo Social
105,Educación,Macul,Pedagogía en Educación Especial
106,Educación,Macul,Educación de Párvulos
107,Educación,Villarrica,Pedagogía en Educación Parvularia
108,Educación,Macul,Pedagogía en Educación General Básica
109,Educación,Villarrica,Pedagogía en Educación General Básica
110,Educación,Macul,Pedagogía de Educación Media en Ciencias Naturales y Biología
111,Educación,Macul,Pedagogía de Educación Media en Química
112,Educación,Macul,Pedagogía en Educación Física y Salud para Educación Básica y Media
113,Educación,Macul,Pedagogía de Educación Media en Física
114,Educación,Macul,Pedagogía en Inglés para Educación Básica y Media
115,Educación,Macul,Pedagogía de Educación Media en Matemática
116,Educación,Macul,Pedagogía en Religión Católica para Educación Básica y Media
117,Educación,Macul,Formación Pedagógica Para Licenciados (P.E.)
118,Humanidades,Macul,Licenciatura en Filosofía
119,Humanidades,Macul,Licenciatura en Geografía
120,Humanidades,Macul,Licenciatura en Historia
121,Humanidades,Providencia,Licenciatura en Estética
122,Humanidades,Macul,Licenciatura en Letras
123,Humanidades,Providencia,Teología
124,Salud,Macul,Enfermería
125,Salud,Macul,Fonoaudiología
126,Salud,Macul,Kinesiología
127,Salud,Macul,Nutrición y Dietética
128,Salud,Macul,Química y Farmacia
129,Salud,Macul,Terapia Ocupacional
130,Tecnología,Macul,Construcción Civil
131,Tecnología,Macul,Ingeniería en Recursos Naturales
132,Tecnología,Macul,Licenciatura en Ingeniería en Ciencia de la Computación
133,Tecnología,Macul,Ingeniería Plan Común
134,Administración y Comercio,Concepción,Administración Pública y Ciencia Política
135,Administración y Comercio,Concepción,Auditoría
136,Administración y Comercio,Los Ángeles,Auditoría
137,Administración y Comercio,Chillán,Ingeniería Comercial
138,Administración y Comercio,Concepción,Ingeniería Comercial
139,Administración y Comercio,Los Ángeles,Ingeniería Comercial
140,"Agricultura, Silvicultura, Pesca y Veterinaria",Chillán,Agronomía
141,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Agronomía
142,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Biología Marina
143,"Agricultura, Silvicultura, Pesca y Veterinaria",Chillán,Ingeniería Civil Agrícola
144,"Agricultura, Silvicultura, Pesca y Veterinaria",Los Ángeles,Ingeniería Agroindustrial
145,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Ingeniería Forestal
146,"Agricultura, Silvicultura, Pesca y Veterinaria",Chillán,Medicina Veterinaria
147,"Agricultura, Silvicultura, Pesca y Veterinaria",Concepción,Medicina Veterinaria
148,Arte y Arquitectura,Concepción,Arquitectura
149,Arte y Arquitectura,Concepción,Artes Visuales
150,Arte y Arquitectura,Concepción,Teatro
151,Ciencias,Concepción,Biología
152,Ciencias,Concepción,Bioquímica
153,Ciencias,Concepción,Astronomía
154,Ciencias,Concepción,Ciencias Físicas
155,Ciencias,Concepción,Geofísica
156,Ciencias,Concepción,Geología
157,Ciencias,Concepción,Ingeniería Estadística
158,Ciencias,Concepción,Licenciatura en Matemáticas
159,Ciencias,Concepción,Licenciatura en Química - Químico
160,Ciencias,Concepción,Químico Analista
161,Ciencias Sociales,Concepción,Antropología
162,Ciencias Sociales,Concepción,Periodismo
163,Ciencias Sociales,Concepción,Psicología
164,Ciencias Sociales,Concepción,Sociología
165,Ciencias Sociales,Concepción,Trabajo Social
166,Derecho,Chillán,Derecho
167,Derecho,Concepción,Derecho
168,Educación,Concepción,Educación Diferencial
169,Educación,Los Ángeles,Educación Diferencial
170,Educación,Concepción,Educación Parvularia
171,Educación,Concepción,Educación Básica
172,Educación,Los Ángeles,Educación Básica
173,Educación,Concepción,Pedagogía en Artes Plásticas
174,Educación,Concepción,Pedagogía en Artes Visuales
175,Educación,Concepción,Pedagogía en Ciencias Naturales y Biología
176,Educación,Los Ángeles,Pedagogía en Ciencias Naturales y Biología
177,Educación,Concepción,Pedagogía en Ciencias Naturales y Física
178,Educación,Concepción,Pedagogía en Ciencias Naturales y Química
179,Educación,Concepción,Pedagogía en Español
180,Educación,Concepción,Pedagogía en Educación Física
181,Educación,Concepción,Pedagogía en Educación Física Varones
182,Educación,Concepción,Pedagogía en Filosofía
183,Educación,Concepción,Pedagogía en Historia y Geografía
184,Educación,Concepción,Pedagogía en Inglés
185,Educación,Los Ángeles,Pedagogía en Inglés
186,Educación,Concepción,Pedagogía en Matemática
187,Educación,Los Ángeles,Pedagogía en Matemática
188,Educación,Concepción,Pedagogía en Matemática y Computación
189,Educación,Los Ángeles,Pedagogía en Matemáticas y Educación Tecnológica
190,Educación,Concepción,Pedagogía en Educación Musical
191,Humanidades,Concepción,Bachillerato en Humanidades
192,Humanidades,Concepción,Geografía
193,Humanidades,Concepción,Licenciatura en Historia
194,Humanidades,Concepción,Traducción e Interpretación en Idiomas extranjeros
195,Salud,Chillán,Enfermería
196,Salud,Concepción,Enfermería
197,Salud,Los Ángeles,Enfermería
198,Salud,Concepción,Fonoaudiología
199,Salud,Concepción,Kinesiología
200,Salud,Concepción,Medicina
201,Salud,Concepción,Nutrición y Dietética
202,Salud,Concepción,Obstetricia y Puericultura
203,Salud,Concepción,Odontología
204,Salud,Concepción,Química y Farmacia
205,Salud,Concepción,Tecnología Médica
206,Tecnología,Concepción,Bioingeniería
207,Tecnología,Chillán,Ingeniería Ambiental
208,Tecnología,Concepción,Ingeniería Ambiental
209,Tecnología,Concepción,Ingeniería en Conservación de Recursos Naturales
210,Tecnología,Concepción,Ingeniería Civil Aeroespacial
211,Tecnología,Concepción,Ingeniería Civil Biomédica
212,Tecnología,Concepción,Ingeniería Civil Eléctrica
213,Tecnología,Concepción,Ingeniería Civil Electrónica
214,Tecnología,Concepción,Ingeniería Civil Informática
215,Tecnología,Concepción,Ingeniería Civil Metalúrgica
216,Tecnología,Concepción,Ingeniería Civil de Minas
217,Tecnología,Concepción,Ingeniería Civil
218,Tecnología,Concepción,Ingeniería Civil de Materiales
219,Tecnología,Concepción,Ingeniería Civil en Telecomunicaciones
220,Tecnología,Concepción,Ingeniería Civil Industrial
221,Tecnología,Concepción,Ingeniería Civil Matemática
222,Tecnología,Concepción,Ingeniería Civil Mecánica
223,Tecnología,Concepción,Ingeniería Civil Primer Año Común
224,Tecnología,Concepción,Ingeniería Civil Química
225,Tecnología,Concepción,Ingeniería en Biotecnología Marina y Acuicultura
226,Tecnología,Concepción,Ingeniería en Biotecnología Vegetal
227,Tecnología,Los Ángeles,Ingeniería en Biotecnología Vegetal
228,Tecnología,Los Ángeles,Ingeniería Geomática
229,Tecnología,Los Ángeles,Ingeniería en Prevención de Riesgos
230,Administración y Comercio,Valparaíso,Contador Auditor
231,Administración y Comercio,Viña del Mar,Ingeniería Comercial
232,Administración y Comercio,Viña del Mar,Ingeniería en Administración de Negocios
233,"Agricultura, Silvicultura, Pesca y Veterinaria",Quillota,Agronomía
234,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,Oceanografía
235,Arte y Arquitectura,Viña del Mar,Arquitectura
236,Arte y Arquitectura,Viña del Mar,Licenciatura en Arte
237,Arte y Arquitectura,Valparaíso,Interpretación Musical (P.E.)
238,Arte y Arquitectura,Viña del Mar,Diseño
239,Arte y Arquitectura,Valparaíso,Diseño Gráfico
240,Arte y Arquitectura,Valparaíso,Diseño Industrial
241,Arte y Arquitectura,Valparaíso,Licenciatura en Ciencias y Artes Musicales
242,Ciencias,Valparaíso,Bachillerato en Ciencias
243,Ciencias,Valparaíso,Licenciatura en Biología
244,Ciencias,Valparaíso,Bioquímica
245,Ciencias,Valparaíso,Licenciatura en Física
246,Ciencias,Valparaíso,Estadística
247,Ciencias,Valparaíso,Ingeniería Estadística
248,Ciencias,Valparaíso,Licenciatura en Matemáticas
249,Ciencias,Valparaíso,Química Industrial
250,Ciencias Sociales,Valparaíso,Periodismo
251,Ciencias Sociales,Viña del Mar,Psicología
252,Ciencias Sociales,Valparaíso,Trabajo Social
253,Derecho,Valparaíso,Derecho
254,Educación,Viña del Mar,Pedagogía en Educación Especial
255,Educación,Viña del Mar,Educación Parvularia
256,Educación,Viña del Mar,Pedagogía Educación Básica
257,Educación,Valparaíso,Pedagogía en Biología y Ciencias Naturales
258,Educación,Valparaíso,Pedagogía en Química y Ciencias Naturales
259,Educación,Viña del Mar,Pedagogía en Castellano y Comunicación
260,Educación,Viña del Mar,Pedagogía en Educación Física
261,Educación,Viña del Mar,Pedagogía en Filosofía
262,Educación,Valparaíso,Pedagogía en Física
263,Educación,Valparaíso,Pedagogía en Física y Ciencias Naturales
264,Educación,Viña del Mar,Pedagogía en Inglés
265,Educación,Valparaíso,Pedagogía en Matemáticas
266,Educación,Valparaíso,Pedagogía en Música
267,Humanidades,Valparaíso,Bachiller Canónico en Teología (P.E.)
268,Humanidades,Viña del Mar,Licenciatura en Filosofía
269,Humanidades,Valparaíso,Geografía
270,Humanidades,Viña del Mar,Licenciatura en Historia
271,Humanidades,Valparaíso,Licenciatura en Historia con Mención en Ciencia Política
272,Humanidades,Viña del Mar,"Pedagogía en Historia, Geografía y Ciencias Sociales"
273,Humanidades,Valparaíso,Licenciatura en Lingüística y Literatura
274,Humanidades,Valparaíso,Licenciatura en Ciencias Religiosas y Estudios Pastorales (P.E.)
275,Humanidades,Viña del Mar,Interpretación o Traducción (Inglés-Español)
276,Salud,Valparaíso,Kinesiología
277,Salud,Valparaíso,Tecnología Médica
278,Tecnología,Valparaíso,Bachillerato en Ingeniería
279,Tecnología,Valparaíso,Ingeniería Civil Bioquímica
280,Tecnología,Valparaíso,Ingeniería Civil Eléctrica
281,Tecnología,Valparaíso,Ingeniería Civil Electrónica
282,Tecnología,Valparaíso,Ingeniería Civil en Ciencia de Datos
283,Tecnología,Valparaíso,Ingeniería Civil Informática
284,Tecnología,Valparaíso,Ingeniería Civil en Construcción
285,Tecnología,Valparaíso,Plan Complementario Ingeniería Civil en Construcción (P.E.)
286,Tecnología,Valparaíso,Ingeniería Civil Metalúrgica
287,Tecnología,Valparaíso,Ingeniería Civil de Minas
288,Tecnología,Valparaíso,Ingeniería Civil
289,Tecnología,Valparaíso,Ingeniería Civil en Telecomunicaciones
290,Tecnología,Valparaíso,Ingeniería Civil en Transporte
291,Tecnología,Valparaíso,Ingeniería Civil Industrial
292,Tecnología,Quilpué,Ingeniería Civil Mecánica
293,Tecnología,Quilpué,Ingeniería Civil Mecánica (P.E.)
294,Tecnología,Quilpué,Plan Complementario Ingeniería Civil Mecánica (P.E.)
295,Tecnología,Valparaíso,Ingeniería Civil Química
296,Tecnología,Valparaíso,Ingeniería Eléctrica
297,Tecnología,Valparaíso,Ingeniería Electrónica
298,Tecnología,Valparaíso,Ingeniería en Alimentos
299,Tecnología,Valparaíso,Ing. Ejec. en Bioprocesos
300,Tecnología,Valparaíso,Ingeniería en Bioprocesos
301,Tecnología,Valparaíso,Ing. Ejec. en Informática
302,Tecnología,Valparaíso,Ingeniería en Informática
303,Tecnología,Valparaíso,Ingeniería en Construcción
304,Tecnología,Valparaíso,Ingeniería en Transporte
305,Tecnología,Quilpué,Ingeniería Mecánica
306,Administración y Comercio,Valparaíso,Ingeniería Comercial
307,Administración y Comercio,Vitacura,Ingeniería Comercial
308,Administración y Comercio,Valparaíso,Ingeniería Comercial (P.E.)
309,Administración y Comercio,Vitacura,Ingeniería Comercial (P.E.)
310,Administración y Comercio,Talcahuano,Ingeniería Comercial V1 (P.E.)
311,Administración y Comercio,Talcahuano,TNS Universitario en Administración de Empresas
312,Administración y Comercio,Viña del Mar,TNS Universitario en Administración de Empresas
313,Administración y Comercio,Vitacura,TNS Universitario en Administración de Empresas
314,Arte y Arquitectura,San Joaquín,Arquitectura
315,Arte y Arquitectura,Valparaíso,Arquitectura
316,Arte y Arquitectura,San Joaquín,Ingeniería en Diseño de Productos
317,Arte y Arquitectura,Valparaíso,Ingeniería en Diseño de Productos
318,Arte y Arquitectura,Viña del Mar,Ingeniería en Fabricación y Diseño Industrial V1
319,Arte y Arquitectura,Talcahuano,TNS Dibujante Proyectista
320,Arte y Arquitectura,Talcahuano,TNS Dibujante Proyectista V2
321,Arte y Arquitectura,Talcahuano,TNS Dibujante Proyectista V3
322,Arte y Arquitectura,Viña del Mar,TNS en Proyecto y Diseño Mecánico V1
323,Ciencias,San Joaquín,Licenciatura en Astrofísica
324,Ciencias,Valparaíso,Licenciatura en Astrofísica
325,Ciencias,San Joaquín,Licenciatura en Ciencias
326,Ciencias,San Joaquín,Licenciatura en Física V2
327,Ciencias,Valparaíso,Licenciatura en Física V2
328,Ciencias,San Joaquín,Ingeniería Civil Física
329,Ciencias,Valparaíso,Ingeniería Civil Física
330,Ciencias,Valparaíso,Licenciatura en Ciencias
331,Ciencias,Valparaíso,Químico
332,Ciencias,Talcahuano,TNS en Química
333,Ciencias,Viña del Mar,TNS en Química
334,Ciencias,Talcahuano,TNS en Química V3
335,Ciencias,Viña del Mar,TNS en Química V3
336,Tecnología,Valparaíso,Construcción Civil
337,Tecnología,Talcahuano,Ing. Ejec. en Gestión y Control Ambiental (P.E.)
338,Tecnología,Valparaíso,Ingeniería Civil Ambiental
339,Tecnología,San Joaquín,Ingeniería Civil Eléctrica
340,Tecnología,San Joaquín,Ingeniería Civil Informática
341,Tecnología,San Joaquín,Ingeniería Civil Informática V1
342,Tecnología,San Joaquín,Ingeniería Civil Telemática
343,Tecnología,Valparaíso,Ingeniería Civil Telemática
344,Tecnología,San Joaquín,Ingeniería Civil de Minas
345,Tecnología,San Joaquín,Ingeniería Civil
346,Tecnología,Vitacura,Ingeniería Civil Industrial
347,Tecnología,Valparaíso,Ingeniería Civil Industrial (P.E.)
348,Tecnología,Vitacura,Ingeniería Civil Industrial (P.E.)
349,Tecnología,San Joaquín,Ingeniería Civil Matemática
350,Tecnología,Valparaíso,Ingeniería Civil Matemática
351,Tecnología,San Joaquín,Ingeniería Civil Mecánica
352,Tecnología,Valparaíso,Ingeniería Civil Mecánica
353,Tecnología,San Joaquín,Ingeniería Civil Plan Común
354,Tecnología,Valparaíso,Plan Común a Ingenierías y Licenciaturas
355,Tecnología,San Joaquín,Ingeniería Civil Química
356,Tecnología,San Joaquín,Ing. Ejec. en Gestión Industrial (P.E.)
357,Tecnología,Talcahuano,Ing. Ejec. en Gestión Industrial (P.E.)
358,Tecnología,Viña del Mar,Ing. Ejec. en Gestión Industrial (P.E.)
359,Tecnología,Viña del Mar,Ing. Ejec. en Gestión Industrial (P.E.)
360,Tecnología,Valparaíso,Ing. Ejec. en Electrónica
361,Tecnología,Talcahuano,Ing. Ejec. en Control e Instrumentación Industrial (P.E.)
362,Tecnología,Viña del Mar,Ing. Ejec. en Control e Instrumentación Industrial (P.E.)
363,Tecnología,Talcahuano,Ingeniería en Biotecnología
364,Tecnología,Viña del Mar,Ingeniería en Biotecnología
365,Tecnología,San Joaquín,Ing. Ejec. en Software (P.E.)
366,Tecnología,Talcahuano,Ingeniería Informática
367,Tecnología,Viña del Mar,Ingeniería Informática
368,Tecnología,Viña del Mar,Ingeniería en Construcción
369,Tecnología,Talcahuano,Ingeniería en Construcción (P.E.)
370,Tecnología,San Joaquín,Ingeniería en Proyectos de Ingeniería (P.E.)
371,Tecnología,Viña del Mar,Ing. Ejec. en Gestión de la Calidad
372,Tecnología,San Joaquín,Ing. Ejec. en Gestión de la Calidad V1 (P.E.)
373,Tecnología,Talcahuano,Ing. Ejec. en Mantenimiento Industrial (P.E.)
374,Tecnología,Viña del Mar,Ing. Ejec. en Mantenimiento Industrial (P.E.)
375,Tecnología,Viña del Mar,Ing. Ejec. en Mantenimiento Industrial (P.E.)
376,Tecnología,Talcahuano,Ing. Ejec. Mecánica en Procesos y Mantenimiento Industrial
377,Tecnología,Viña del Mar,Ing. Ejec. Mecánica en Procesos y Mantenimiento Industrial
378,Tecnología,Talcahuano,Ingeniería en Mantenimiento Industrial
379,Tecnología,Viña del Mar,Ingeniería en Mantenimiento Industrial
380,Tecnología,San Joaquín,Ingeniería en Mantenimiento Industrial (P.E.)
381,Tecnología,Talcahuano,Ingeniería en Mantenimiento Industrial (P.E.)
382,Tecnología,Viña del Mar,Ingeniería en Mantenimiento Industrial (P.E.)
383,Tecnología,Valparaíso,Ingeniería Mecánica Industrial
384,Tecnología,San Joaquín,Ingeniería en Prevención de Riesgos Laborales y Ambientales
385,Tecnología,Talcahuano,Ingeniería en Prevención de Riesgos Laborales y Ambientales
386,Tecnología,Viña del Mar,Ingeniería en Prevención de Riesgos Laborales y Ambientales
387,Tecnología,Talcahuano,Ingeniería en Prevención de Riesgos Laborales y Ambientales (P.E.)
388,Tecnología,Viña del Mar,Ingeniería en Prevención de Riesgos Laborales y Ambientales (P.E.)
389,Tecnología,Vitacura,Ingeniería en Aviación Comercial
390,Tecnología,Talcahuano,Ing. Ejec. en Química (P.E.)
391,Tecnología,Viña del Mar,TNS Telecomunicaciones y Redes
392,Tecnología,Viña del Mar,TNS Universitario en Alimentos
393,Tecnología,Talcahuano,TNS en Automatización y Control V3
394,Tecnología,Talcahuano,TNS en Biotecnología
395,Tecnología,Viña del Mar,TNS en Biotecnología
396,Tecnología,Viña del Mar,TNS en Informática
397,Tecnología,Talcahuano,TNS en Informática V3
398,Tecnología,Viña del Mar,TNS en Informática V3
399,Tecnología,Talcahuano,TNS en Construcción
400,Tecnología,Viña del Mar,TNS en Construcción
401,Tecnología,Talcahuano,TNS en Construcción V3
402,Tecnología,Viña del Mar,TNS en Construcción V3
403,Tecnología,Talcahuano,TNS en Electricidad
404,Tecnología,Viña del Mar,TNS en Electricidad
405,Tecnología,Talcahuano,TNS en Electricidad V3
406,Tecnología,Viña del Mar,TNS en Electricidad V3
407,Tecnología,Talcahuano,TNS en Electrónica
408,Tecnología,Viña del Mar,TNS en Electrónica
409,Tecnología,Talcahuano,TNS en Electrónica V3
410,Tecnología,Viña del Mar,TNS en Electrónica V3
411,Tecnología,Viña del Mar,TNS en Energías Renovables V2
412,Tecnología,Talcahuano,TNS en Mecánica Automotriz
413,Tecnología,Viña del Mar,TNS en Mecánica Automotriz
414,Tecnología,Talcahuano,TNS en Mecánica Automotriz V3
415,Tecnología,Viña del Mar,TNS en Mecánica Automotriz V3
416,Tecnología,Vitacura,TNS en Mantenimiento Aeronáutico
417,Tecnología,Vitacura,TNS en Mantenimiento Aeronáutico V2
418,Tecnología,Talcahuano,TNS en Mantenimiento Industrial
419,Tecnología,Viña del Mar,TNS en Mantenimiento Industrial V2
420,Tecnología,Talcahuano,TNS en Mecánica Industrial
421,Tecnología,Viña del Mar,TNS en Mecánica Industrial
422,Tecnología,Talcahuano,TNS en Mecánica Industrial V3
423,Tecnología,Viña del Mar,TNS en Mecánica Industrial V3
424,Tecnología,Viña del Mar,TNS en Proyecto y Diseño Mecánico V3
425,Tecnología,Talcahuano,TNS en Robótica y Mecatrónica V2
426,Tecnología,Viña del Mar,TNS Universitario en Mantenimiento Industrial
427,Tecnología,Talcahuano,TNS en Control de Medio Ambiente V2
428,Tecnología,Viña del Mar,TNS en Control del Medio Ambiente
429,Tecnología,Viña del Mar,TNS en Control Medio Ambiente V4
430,Tecnología,Viña del Mar,TNS Diseño y Producción Industrial en Moldes y Matrices
431,Tecnología,Viña del Mar,TNS en Minería y Metalurgia V2
432,Tecnología,Viña del Mar,TNS Minero Metalúrgico
433,Tecnología,Viña del Mar,TNS en Proyectos de Ingeniería V3
434,Tecnología,Talcahuano,TNS en Prevención de Riesgos
435,Tecnología,Viña del Mar,TNS en Prevención de Riesgos
436,Tecnología,Viña del Mar,TNS en Prevención de Riesgos V2
437,Tecnología,Talcahuano,TNS en Telecomunicaciones y Redes V2
438,Tecnología,Viña del Mar,TNS en Telecomunicaciones y Redes V3
439,Tecnología,Vitacura,TNS Piloto Comercial
440,Administración y Comercio,Santiago,Administración Pública (P.E.)
441,Administración y Comercio,Santiago,Plan Especial de Administración Pública (P.E.)
442,Administración y Comercio,Santiago,Contador Público y Auditor
443,Administración y Comercio,Santiago,Contador Público y Auditor (P.E.)
444,Administración y Comercio,Santiago,Ingeniería Comercial (P.E.)
445,Administración y Comercio,Santiago,Ingeniería Comercial en Administración de Empresas (P.E.)
446,Administración y Comercio,Santiago,Tecnólogo en Administración de Personal
447,Administración y Comercio,Santiago,Técnologo en Administración de Personal (P.E.)
448,Administración y Comercio,Santiago,Publicidad
449,"Agricultura, Silvicultura, Pesca y Veterinaria",Santiago,Ingeniería en Agronegocios
450,Arte y Arquitectura,Santiago,Diseño en Comunicación Visual
451,Arte y Arquitectura,Santiago,Diseño Industrial
452,Arte y Arquitectura,Santiago,Plan Especial en Diseño Industrial (P.E.)
453,Arte y Arquitectura,Santiago,Tecnólogo en Diseño Industrial
454,Ciencias,Santiago,Bachillerato en Ciencias y Humanidades
455,Ciencias,Santiago,Bioquímica y Licenciatura en Bioquímica
456,Ciencias,Santiago,Astrofísica
457,Ciencias,Santiago,Ingeniería Física
458,Ciencias,Santiago,Ingeniería Estadística
459,Ciencias,Santiago,Química y Licenciatura en Química
460,Ciencias,Santiago,TNS en Análisis Químico y Físico
461,Ciencias Sociales,Santiago,Licenciatura en Estudios Internacionales
462,Ciencias Sociales,Santiago,Periodismo
463,Ciencias Sociales,Santiago,Periodismo (P.E.)
464,Ciencias Sociales,Santiago,Psicología
465,Ciencias Sociales,Santiago,TNS en Prevención y Rehabilitación de Personas con Dependencia a Drogas (P.E.)
466,Derecho,Santiago,Derecho U.I. (P.E.)
467,Educación,Santiago,Licenciatura en Ciencias de la Actividad Física / Entrenador Deportivo
468,Educación,Santiago,Pedagogía en Educación General Básica / Licenciatura en Educación
469,Educación,Santiago,Pedagogía en Educación General Básica /Licenciatura en Educación General Básica
470,Educación,Santiago,Pedagogía en Química y Biología /Licenciatura en Educación en Química y Biología
471,Educación,Santiago,Pedagogía en Castellano /Licenciatura en Educación en Castellano
